,article_title,contentful_id,updatedAt,num_total_images,num_updated_images,outdated_images,outdated_topics,num_total_topics,num_updated_topics,total_sentences,total_words,reading_difficulty,num_passive_voice,bad_links,positive_feedback,total_feedback
115000304671,Billing for Cloudflare Apps,4k8rYBuf5vrcxL07k6BJiz,2019-12-31,1.0,0.0,https://app.contentful.com/spaces/slt3lc6tev37/assets/3OiY1yOCxbUe7JmjOvwzDe,Overview,1.0,0.0,2.0,76.0,8.42,4.0,,25,37
360000841472,Adding Multiple Sites to Cloudflare via Automation,1Xyrl9zaN5i9lyXD5S5e2o,2019-12-31,0.0,0.0,,Overview | Add domains via flarectl (Cloudflare's CLI tool) | Prerequisites | Add domains via the API | Common issues,5.0,0.0,10.0,719.0,10.08,6.0,,3785,4701
115002833612,Understanding Cloudflare Audit Logs,7md5xEOfc8Zii0XukEnf3J,2019-12-31,0.0,0.0,,Overview | Retention,2.0,0.0,2.0,238.0,12.87,3.0,,28,73
360004817612,Cloudflare and the GDPR,47umTiBOwRJ93GRptGafef,2019-12-31,0.0,0.0,,Overview,1.0,0.0,2.0,74.0,9.95,1.0,,53,76
360034558071,Cloudflare Glossary: Account and Billing,40eXHMoNng0PoNqHW4DyTx,2019-12-31,0.0,0.0,,Overview | Related resources,2.0,0.0,14.0,448.0,9.17,6.0,,115,201
360033554252,Removing a domain from Cloudflare,7uJilDiQyvoLBvvgJ8jXvj,2019-12-30,2.0,0.0,https://app.contentful.com/spaces/slt3lc6tev37/assets/35H6LylYK86dt3jikxL4fx | https://app.contentful.com/spaces/slt3lc6tev37/assets/4fpGsREUsRa20rlfgD7Ksz,Related resources | Before removing your domain | Remove a domain activated in Cloudflare,3.0,0.0,10.0,216.0,8.35,2.0,,74,184
360037983412,Configuring an Amazon Web Services static site to use Cloudflare,1aZWbB2D3KJgwOvQaQxytW,2019-12-28,0.0,0.0,,Overview | Upload static content to your S3 bucket | Troubleshooting | Configure your AWS S3 buckets | Configure bucket policies to allow Cloudflare IP addresses | Set up your site on Cloudflare,6.0,0.0,19.0,903.0,7.91,2.0,,19,69
115005254367,Billing for Cloudflare Load Balancing,TjVmDoC4FF9UnDiwnFdNu,2019-12-27,0.0,0.0,,Overview | Load Balancing billable usage,3.0,1.0,9.0,438.0,9.3,7.0,,51,96
360033455752,Viewing and revoking active Cloudflare dashboard sessions,2m3iDdEpHGKt8Jq37ftVwt,2019-12-26,2.0,0.0,https://app.contentful.com/spaces/slt3lc6tev37/assets/3MoJCTUAYS7QctK4UV8dVD | https://app.contentful.com/spaces/slt3lc6tev37/assets/4I36pBQh6Sc4xG7MsFThZn,Revoke active sessions | Overview | View active sessions | Related resources,4.0,0.0,4.0,269.0,10.14,3.0,,180,232
115001992652,Using Privacy Pass with Cloudflare,54YYnrNNcEn4fgNhKj8Yf8,2019-12-26,0.0,0.0,,,1.0,1.0,2.0,276.0,13.64,13.0,,38,93
200170086,Understanding the Cloudflare Browser Integrity Check,5lSYGONFmYAcIkQ8JUHB8y,2019-12-26,0.0,0.0,,Related resources | Overview,2.0,0.0,1.0,124.0,14.38,1.0,,89,132
360018646972,Securing Cloudflare Stream videos,5NIsAusxPHItA8v8T1d1hn,2019-12-23,0.0,0.0,,Enable Signed URLs | Restrict domains that can embed Stream video | Related resources | Overview,4.0,0.0,10.0,326.0,7.91,3.0,,65,78
201720164,Creating a Cloudflare account and adding a website,7ipOHPXidUe5MF9Dz1m1xr,2019-12-20,0.0,0.0,,Related resources | Add a domain to Cloudflare | Overview | Create a Cloudflare account,4.0,0.0,18.0,366.0,7.7,2.0,,799,1153
229666767,Understanding and configuring Cloudflare's IPv6 support,14aS8To5Mr1qlAjoXvnCOS,2019-12-20,0.0,0.0,,Configure IPv6 compatibility | IPv6 support overview | Troubleshoot an IPv6 network issue | Enable Pseudo IPv4 | Related resources,5.0,0.0,9.0,428.0,10.14,3.0,,24,46
360035249292,Approving Cloudflare employee edit permissions to your account,3ePF3mh9CW6TYmgpZHk8kc,2019-12-19,0.0,0.0,,Related resources | Overview,2.0,0.0,1.0,127.0,14.8,3.0,,49,73
360037857831,Understanding Cloudflare Account Analytics (beta),44UmTy172II7Sx6advX90s,2019-12-13,7.0,0.0,https://app.contentful.com/spaces/slt3lc6tev37/assets/1Af8N5J43pixI6itO2jieI | https://app.contentful.com/spaces/slt3lc6tev37/assets/1B8mRwpMpAPpWsEKtiTarK | https://app.contentful.com/spaces/slt3lc6tev37/assets/1CISgLSweXODrfmByqPgb2 | https://app.contentful.com/spaces/slt3lc6tev37/assets/1TnkUZesLTrYAPz7tPCaZR | https://app.contentful.com/spaces/slt3lc6tev37/assets/3hcMZRHjaF4EBpLLFj6oI0 | https://app.contentful.com/spaces/slt3lc6tev37/assets/7ErlY90D4RD6dsbcO2NiRb | https://app.contentful.com/spaces/slt3lc6tev37/assets/NxF6XTXVN3K7cOOVZRl8P,Review your account metrics | View your account analytics | Overview,4.0,1.0,4.0,480.0,12.87,3.0,,28,56
360000062871,Understanding Cloudflare Load Balancing Analytics,2GD83I7QAJ3HfKDFSvRa7K,2019-12-12,3.0,0.0,https://app.contentful.com/spaces/slt3lc6tev37/assets/3NZwW1GQXB7rJC4sFmYZly | https://app.contentful.com/spaces/slt3lc6tev37/assets/3uCHcmqH8yPquQvIKFHf2g | https://app.contentful.com/spaces/slt3lc6tev37/assets/7sQLAOzCUzZk3XtcQrmPIF,Related resources | Review your load balancing metrics | Access load balancing analytics via the Cloudflare GraphQL Analytics API | Access Load Balancing Analytics | Overview,5.0,0.0,11.0,715.0,10.16,2.0,,5,13
360037684251,Understanding Cloudflare Site Analytics,3k7rV6fa19IKd1oqebwMmr,2019-12-12,2.0,2.0,,,4.0,4.0,25.0,962.0,8.05,6.0,,22,48
360023792171,Getting Started with Cloudflare SSL,4QNhyFgjnVnFikRK6gn2CV,2019-12-11,0.0,0.0,,Enhance your SSL security | Learn the basics | Troubleshoot | Customize your SSL settings,4.0,0.0,6.0,479.0,11.19,2.0,,456,704
360037345072,Getting Started with Cloudflare: Video Tutorials,2IWNw5StnfbSUOMl4gXdYV,2019-12-11,0.0,0.0,,Overview | Add a domain to Cloudflare | Add MX records to Cloudflare | Security overview | Change domain nameservers to Cloudflare | Performance overview,6.0,0.0,7.0,224.0,8.6,2.0,,1645,2087
360037684111,Cloudflare Analytics: A quick overview,2udPjqQSnAf2tTBGkmPlwp,2019-12-10,0.0,0.0,,Understand how Cloudflare captures and processes Analytics data | About missing metrics | Understand apparent data discrepancies | About the Cloudflare Analytics product line,4.0,0.0,16.0,658.0,8.88,2.0,,44,56
115000272247,Billing for Cloudflare Rate Limiting,1E6hnHnu6KU25KKMA9GZ8o,2019-12-03,0.0,0.0,,Rate Limiting billable usage | Overview,2.0,0.0,15.0,562.0,7.49,17.0,,70,124
360027710672,Troubleshooting FAQ for new Cloudflare customers,3r1z2s8FBBXFNbTdC0sbAR,2019-12-03,0.0,0.0,,Related resources,2.0,1.0,3.0,142.0,10.53,2.0,,57,130
360028158352,Reporting abuse to Cloudflare,4laBTnUuQ097czLZMb7os2,2019-11-27,0.0,0.0,,Overview | DMCA complaints | Trademark infringement | Phishing | Child exploitation material | Malware | Related resources,7.0,0.0,8.0,422.0,10.11,4.0,,94,272
206776797,Understanding Query String Sort,7o1G3i5jmE5lCKk8vH80uS,2019-11-27,0.0,0.0,,Enable Query String Sort | Overview | Related resources,3.0,0.0,1.0,161.0,16.35,2.0,,19,25
200308847,Using cross-origin resource sharing (CORS) with Cloudflare,7mUTCIRFWbMcS6Cl9nZUAs,2019-11-26,0.0,0.0,,Related resources | Adding or changing CORS headers | Overview,3.0,0.0,10.0,283.0,8.49,3.0,,49,125
212794707,General best practices for load balancing at your origin with Cloudflare,7DWYTsRVxS9vcfOmbto0hX,2019-11-26,1.0,0.0,https://app.contentful.com/spaces/slt3lc6tev37/assets/6zzfmKzxUkoqkZMh7SOTEm,Related resources | Overview,2.0,0.0,6.0,468.0,10.81,6.0,,33,53
231109348,Improving Google SEO with Cloudflare,7g0bUQtbwoxzgXGnOg6Pbb,2019-11-26,0.0,0.0,,Related resources | Improve SEO rankings | Common misconceptions around Cloudflare and SEO | Overview,4.0,0.0,18.0,470.0,9.46,6.0,,91,176
200168876,Email undeliverable when using Cloudflare,4pfd3a9K9Oc4QsAYNommRy,2019-11-23,0.0,0.0,,Best practices for MX records on Cloudflare | Troubleshooting tips,2.0,0.0,8.0,363.0,8.67,3.0,,174,542
217371987,Managing Custom Hostnames (SSL for SaaS),6kBHPv4xvMxPOWD7c3Uj7G,2019-11-23,0.0,0.0,,Add a Custom Hostname | Related resources,6.0,4.0,30.0,1111.0,8.36,10.0,https://developers.cloudflare.com/ssl/ssl-for-saas/validation-methods/,81,132
209156358,Choosing between Cloudflare and Yunjiasu,1YLFAPQCWHyErSBMezJvUc,2019-11-23,0.0,0.0,,Related resources | Overview,2.0,0.0,4.0,179.0,8.68,1.0,,27,55
209714777,Understanding and configuring an ICP number,6KklyZj1ifhexbcI3h4M5Z,2019-11-22,1.0,0.0,https://app.contentful.com/spaces/slt3lc6tev37/assets/1OwoyXgfec0zU96S6TSbtM,ICP number types | Related resources | ICP application process | Overview | Required documents,5.0,0.0,9.0,394.0,9.18,8.0,,16,32
216672448,Cloudflare Logs (formerly ELS),7L2JnOZmE0V2DebShLUpob,2019-11-22,0.0,0.0,,,1.0,1.0,6.0,155.0,10.86,0.0,,72,131
230054288,Customer Incident Management Policy,3Rpd7nQfWsdr6erYnBsTO3,2019-11-22,0.0,0.0,,Scope | Problem review | Post-Mortem reviews  | Purpose | Standard Operating Procedure | Background | Definitions | Incident Communications,10.0,2.0,9.0,2723.0,21.55,69.0,,14,26
360029615592,Understanding Cloudflare Analytics Partnerships and Integrations (Enterprise only),4d5tgMuArsIujZLL7bJM1D,2019-11-22,0.0,0.0,,Integrations | Analytics partners,4.0,2.0,7.0,350.0,8.97,2.0,,22,33
221327488,Why was my domain deleted from Cloudflare?,6rp5dII4WECNz0ehUGHlEb,2019-11-19,0.0,0.0,,Recover a deleted domain | Step 1 - Check Audit Logs in your Cloudflare account | Step 3 - Check whether domain resolution uses Cloudflare nameservers | Overview | Related resources | Step 2 - Check whether domain registration lists Cloudflare nameservers,6.0,0.0,15.0,613.0,8.58,8.0,,46,130
200168246,Understanding Cloudflare Development Mode,6sp77NQy9qXPPTkZa4dyFc,2019-11-19,0.0,0.0,,Overview | Related resources,2.0,0.0,2.0,98.0,11.2,0.0,,1125,1469
360027744552,Using Cloudflare Stream with WordPress,5vW4ewoiLN9zeuiRrvCZyA,2019-11-15,4.0,0.0,https://app.contentful.com/spaces/slt3lc6tev37/assets/26W5tNFwMfTovnmRGO0j8 | https://app.contentful.com/spaces/slt3lc6tev37/assets/3UxYJxxMbgiTdYmOJmQ3p6 | https://app.contentful.com/spaces/slt3lc6tev37/assets/5MB6fOfco3DSP5b05RQ3Dt | https://app.contentful.com/spaces/slt3lc6tev37/assets/6WUqRr6I5N7VG5MVuXJM5P,Overview | Before getting started | Upload video with Cloudflare Stream WordPress plugin | Configure Cloudflare Stream WordPress plugin | Related resources,5.0,0.0,7.0,215.0,7.65,1.0,,10,18
229373388,Understand Cache by Device Type (Enterprise plans only),75jxVV7bfbkcXmc7ELniQI,2019-11-14,0.0,0.0,,Overview,1.0,0.0,8.0,183.0,8.32,0.0,,34,72
200168256,Understand Cloudflare Caching Level,38I4b3qeSlRD8CGpmCpWjs,2019-11-14,0.0,0.0,,Overview,1.0,0.0,2.0,93.0,9.83,0.0,,155,316
360036015571,How quickly does Cloudflare push customer configuration changes?,13w1bLxInNywkI7ijc9n2o,2019-11-08,0.0,0.0,,About Cloudflare Quicksilver,1.0,0.0,8.0,599.0,12.73,1.0,,36,78
216537517,Using Content Security Policy (CSP) with Cloudflare,4PbfBJMXkbkLlOOtI1lIS8,2019-10-28,0.0,0.0,,Overview | CSP compatibility with Cloudflare features | Related resources,3.0,0.0,3.0,163.0,11.93,0.0,,45,98
202312014,Project Galileo,5s0fscwaKrdDtQbNKSBaOC,2019-10-15,0.0,0.0,,Related resources | About Project Galileo ,2.0,0.0,4.0,124.0,10.87,1.0,,16,29
360032879131,Athenian Project,6i5M2F5yhOMo35NyETjwE3,2019-10-15,0.0,0.0,,,2.0,2.0,3.0,117.0,11.21,1.0,,31,45
